,SL NO,NEWSPAPER NAME,LANGUAGE,PERIODICITY,PUBLICATION CITY,COMMITMENT AMOUNT,Unnamed: 0,Unnamed: 1
63,254.0,HINDUSTAN,HINDI,DAILY(M),MUZAFFARPUR,"7,843,577","5,446,413","1,468,937"
64,255.0,NIRMAN BHARTI,HINDI,FORTNIGHTLY,MUZAFFARPUR,0,"6,496","6,467"
0,257.0,PRATAH KAMAL,HINDI,DAILY(M),MUZAFFARPUR,"2,385,577","1,014,893",0
1,258.0,TAASIR,URDU,DAILY(M),MUZAFFARPUR,"1,177,514","1,434,108","370,231"
2,259.0,URDU AKASH,URDU,DAILY(M),MUZAFFARPUR,"105,686","271,097","12,925"
3,260.0,SIYASI PAIGHAM,URDU,DAILY(M),NALANDA,"1,195,317","1,348,592","256,531"
4,261.0,AALOK ALKAPURI,HINDI,DAILY(M),PATNA,0,"6,143",0
5,262.0,AAWAMI NEWS,URDU,DAILY(M),PATNA,"580,475","669,220","211,634"
6,263.0,AJ,HINDI,DAILY(M),PATNA,"8,901,372","4,111,198","1,598,613"
7,264.0,AL WATAN TIMES,URDU,DAILY(M),PATNA,0,"73,749","55,112"
8,265.0,AL-MOMIN,URDU,DAILY(M),PATNA,"2,890","48,607","21,692"
9,266.0,AMAN CHAIN,URDU,DAILY(M),PATNA,"34,665","119,282","28,608"
10,267.0,AMAN CHAIN,URDU,WEEKLY,PATNA,0,"7,789",0
11,268.0,AMIN,URDU,DAILY(M),PATNA,"158,838","435,116","139,307"
12,269.0,AMRIT VARSHA,HINDI,DAILY(M),PATNA,"2,886,033","1,161,144","154,340"
13,270.0,ARDH VIRAM,HINDI,DAILY(M),PATNA,"41,820","15,967","6,143"
14,271.0,AWAZ E BIHAR,URDU,DAILY(M),PATNA,"47,175","47,781","31,662"
15,272.0,AZIMABAD MAIL,URDU,DAILY(M),PATNA,0,"44,902","23,694"
16,273.0,BEKHAUF INDIA,HINDI,MONTHLY,PATNA,0,"8,051","8,579"
17,274.0,BEROJGAR,HINDI,DAILY(M),PATNA,"25,468",0,0
18,275.0,BHAVISHYA WAK,URDU,DAILY(M),PATNA,"4,430",0,0
19,276.0,BUSINESS STANDARD,HINDI,DAILY(M),PATNA,"238,599","326,541","48,969"
20,277.0,DAINIK BHASKAR,HINDI,DAILY(M),PATNA,"6,503,716","5,390,592","2,948,212"
21,278.0,DAINIK JAGRAN,HINDI,DAILY(M),PATNA,"22,945,636","18,888,632","7,389,906"
22,279.0,DAUR E JADEED,URDU,DAILY(M),PATNA,"253,925","228,679","81,993"
23,280.0,EK QAUM,URDU,DAILY(M),PATNA,"5,906","121,350","80,167"
24,281.0,FAROOQUI TANZEEM,URDU,DAILY(M),PATNA,"2,130,178","1,821,550","878,640"
25,282.0,FREEDOM FIGHTER,HINDI,DAILY(M),PATNA,"71,007","71,410",0
26,283.0,GHAR GHAR KI AAWAZ,URDU,DAILY(M),PATNA,"3,668","39,851","28,608"
27,284.0,HAMARA DINMAN,HINDI,DAILY(M),PATNA,"25,377",0,0
28,285.0,HAMARA SAMAJ,URDU,DAILY(M),PATNA,"1,838,133","715,003","201,571"
29,286.0,HINDUSTAN,HINDI,DAILY(M),PATNA,"52,392,302","42,511,431","17,484,777"
30,287.0,HINDUSTAN EXPRESS,URDU,DAILY(M),PATNA,"52,680","58,936","15,439"
31,288.0,I NEXT,ENGLISH,DAILY(M),PATNA,0,979,0
32,289.0,IN DINON,URDU,DAILY(M),PATNA,"54,331","314,178","49,206"
33,290.0,INQUILAB,URDU,DAILY(M),PATNA,0,"195,094","32,872"
34,291.0,JAGRITI TIMES,HINDI,DAILY(M),PATNA,"334,347","525,734","170,296"
35,292.0,JAI DHARTI,HINDI,WEEKLY,PATNA,0,"7,789",0
36,293.0,JASARAT-E-BIHAR,URDU,DAILY(M),PATNA,"405,982","35,621","36,286"
37,294.0,KEWAL SACH TIMES,HINDI,MONTHLY,PATNA,0,"8,572",0
38,295.0,KHAB KI MANZIL,URDU,DAILY(M),PATNA,"28,496","36,414","23,694"
39,296.0,MARUTI KESHARI SAMACHAR,HINDI,DAILY(M),PATNA,"80,925","30,897",0
40,297.0,MASIH UL HIND,URDU,DAILY(M),PATNA,"12,293","25,326","7,796"
41,298.0,MITHILA GAURAV,HINDI,DAILY(M),PATNA,0,"6,143","9,757"
42,299.0,MORNING INDIA,ENGLISH,DAILY(M),PATNA,"725,208","371,213","81,834"
43,300.0,NEWS NEXT,ENGLISH,DAILY(M),PATNA,"233,477","24,876",0
44,301.0,NOOR-E-HIND,URDU,DAILY(M),PATNA,"33,224","54,703","23,694"
45,302.0,PINDAR,URDU,DAILY(M),PATNA,"495,103","844,735","473,496"
46,303.0,PIYARI TANZEEM,URDU,DAILY(M),PATNA,"204,836","433,492","339,358"
47,304.0,PRABHAT KHABAR,HINDI,DAILY(M),PATNA,"8,197,027","7,043,565","2,069,166"
48,305.0,PRATAH KIRAN,HINDI,DAILY(M),PATNA,"408,995","388,170","81,147"
49,306.0,PRATYUSH NAVBIHAR,HINDI,DAILY(M),PATNA,"69,076",0,0
50,307.0,PUNCH,HINDI,DAILY(M),PATNA,"9,670",0,0
51,308.0,PYARI URDU,URDU,DAILY(M),PATNA,"338,373","386,253","36,286"
52,309.0,QAUMI DUNIYA,URDU,DAILY(M),PATNA,"262,929","18,158","6,143"
53,310.0,QAUMI RAHBAR,URDU,DAILY(M),PATNA,0,0,"12,925"
54,311.0,QAUMI TANZEEM,URDU,DAILY(M),PATNA,"5,276,705","2,257,005","736,022"
55,312.0,RASHTRIYA SAGAR,HINDI,DAILY(M),PATNA,"1,125,722","1,591,270","276,165"
56,313.0,RASHTRIYA SAHARA,HINDI,DAILY(M),PATNA,"1,018,297","1,294,161","256,383"
57,314.0,ROSHNI E ZINDAGI,URDU,DAILY(M),PATNA,"15,367","30,043","23,694"
58,315.0,ROZNAMA RASHTRIYA SAHARA,URDU,DAILY(M),PATNA,"153,134","630,955","97,922"
59,316.0,SADA E AWAM,URDU,DAILY(M),PATNA,"58,788",0,0
60,317.0,SAHARA EXPRESS,URDU,DAILY(M),PATNA,"3,668","30,043","28,608"
61,318.0,SAMAY AUR SAMAJ,HINDI,DAILY(M),PATNA,0,"33,016","11,202"
62,319.0,SAMPURNA BHARAT,HINDI,DAILY(M),PATNA,"280,976","692,861","153,616"
63,320.0,SANGAM,URDU,DAILY(M),PATNA,"133,727","88,116","28,608"
64,321.0,SANMARG,HINDI,DAILY(M),PATNA,"893,858","4,363,855","1,277,318"
0,323.0,SHAFINA,URDU,DAILY(M),PATNA,"4,430","36,286","28,608"
1,324.0,SHUBHAM SANDESH,HINDI,DAILY(M),PATNA,0,"49,797","4,541"
2,325.0,SIYASI NEWS,URDU,DAILY(M),PATNA,0,"11,055","23,681"
3,326.0,SUNAMI TIMES,HINDI,MONTHLY,PATNA,"37,874","18,875","32,601"
4,327.0,TAASIR,URDU,DAILY(M),PATNA,"2,429,226","3,362,136","1,590,548"
5,328.0,THE HAMARA NAARA,URDU,DAILY(M),PATNA,"7,334","100,846","38,229"
6,329.0,THE HINDUSTAN TIMES,ENGLISH,DAILY(M),PATNA,"1,633,085","1,205,493","624,420"
7,330.0,THE QURRAH TANZEEM,URDU,DAILY(M),PATNA,"154,531","209,674","85,561"
8,331.0,TIMES OF INDIA,ENGLISH,DAILY(M),PATNA,"2,693,565","3,753,490","764,299"
9,332.0,TISARI ANKH,HINDI,MONTHLY,PATNA,0,"8,051","8,579"
10,333.0,VIVARAN TIMES,HINDI,WEEKLY,PATNA,0,"15,591","16,420"
11,334.0,WAQAR E HIND,URDU,DAILY(M),PATNA,0,"157,355","100,548"
12,335.0,YUG KI NAI SOCH,HINDI,MONTHLY,PATNA,0,0,"9,489"
13,336.0,HINDUSTAN,HINDI,DAILY(M),PURNIA,0,0,"131,549"
14,337.0,AAP TAK,HINDI,DAILY(M),SAMASTIPUR,0,"163,408","99,553"
15,338.0,HALAT-E-BIHAR,URDU,DAILY(M),SAMASTIPUR,"465,561","241,663",0
16,339.0,MEDIA DARSHAN,HINDI,DAILY(M),SASARAM,"3,214,263","4,193,739","1,363,560"
17,340.0,AJIT,PUNJABI,DAILY(M),CHANDIGARH,"5,882,946","3,225,312","1,713,653"
18,341.0,AJIT SAMACHAR,HINDI,DAILY(M),CHANDIGARH,0,"451,202","66,860"
19,342.0,AMAR UJALA,HINDI,DAILY(M),CHANDIGARH,"6,906,255","3,470,271","2,574,690"
20,343.0,ARTH PARKASH,HINDI,DAILY(M),CHANDIGARH,"2,218,710","1,992,272","481,986"
21,344.0,BULAND HASTIYAN,HINDI,MONTHLY,CHANDIGARH,"15,063",0,0
22,345.0,BUSINESS STANDARD,HINDI,DAILY EXCEPTSUNDAY,CHANDIGARH,"764,500","202,612","23,837"
23,346.0,BUSINESS STANDARD,ENGLISH,DAILY(M),CHANDIGARH,"964,047","305,868","141,768"
24,347.0,DAILY POST,ENGLISH,DAILY(M),CHANDIGARH,"35,128","108,388","12,020"
25,348.0,DAINIK BHASKAR,HINDI,DAILY(M),CHANDIGARH,"7,299,661","4,102,343","1,501,289"
26,349.0,DAINIK JAGRAN,HINDI,DAILY(M),CHANDIGARH,"210,905","360,556","255,147"
27,350.0,DAINIK SAVERA TIMES,HINDI,DAILY(M),CHANDIGARH,"796,503","639,838","268,913"
28,351.0,DAINIK TRIBUNE,HINDI,DAILY(M),CHANDIGARH,"500,803","515,977","78,954"
29,352.0,DESH SEVAK,PUNJABI,DAILY(M),CHANDIGARH,"189,386","140,262","27,870"
30,353.0,DIVYA HIMACHAL,HINDI,DAILY(M),CHANDIGARH,0,0,"23,257"
31,354.0,HIND SAMACHAR  (JALANDHAR),URDU,DAILY(M),CHANDIGARH,"82,455","130,942",0
32,355.0,INDIAN EXPRESS,ENGLISH,DAILY(M),CHANDIGARH,"1,652,658","1,626,021","550,124"
33,356.0,JAG BANI (JALANDHAR),PUNJABI,DAILY(M),CHANDIGARH,"810,433","658,339",0
34,357.0,JAG MARG,HINDI,DAILY(M),CHANDIGARH,0,0,"25,138"
35,358.0,JANSATTA,HINDI,DAILY(M),CHANDIGARH,"324,575","190,265","40,111"
36,359.0,JANTA EXPRESS,PUNJABI,DAILY(E),CHANDIGARH,"96,907","398,902","25,799"
37,360.0,KAUMIMARG,PUNJABI,DAILY(M),CHANDIGARH,"296,360",0,0
38,361.0,LOKSATYA,HINDI,DAILY(M),CHANDIGARH,0,"78,799","60,478"
39,362.0,NAYA INDIA,HINDI,DAILY(M),CHANDIGARH,"45,110","26,527",0
40,363.0,NAYA LOK YUG,HINDI,DAILY(M),CHANDIGARH,0,"206,778","124,608"
41,364.0,PUNJAB KESARI (JALANDHAR),HINDI,DAILY(M),CHANDIGARH,"13,756,399","5,732,977",0
42,365.0,PUNJABI TRIBUNE,PUNJABI,DAILY(M),CHANDIGARH,"780,709","754,239","231,658"
43,366.0,ROZANA SPOKESMAN,PUNJABI,DAILY(M),CHANDIGARH,"4,417,875","8,636,555","3,455,089"
44,367.0,TARA,HINDI,DAILY(M),CHANDIGARH,0,0,"4,541"
45,368.0,THE ECONOMIC TIMES,ENGLISH,DAILY(M),CHANDIGARH,"1,812,765","832,628","179,443"
46,369.0,THE FINANCIAL EXPRESS,ENGLISH,DAILY(M),CHANDIGARH,"1,426,697","330,157","128,656"
47,370.0,THE HINDUSTAN TIMES,ENGLISH,DAILY(M),CHANDIGARH,"5,332,571","3,176,676","1,532,334"
48,371.0,THE MEDIA EXPRESSION,ENGLISH,MONTHLY,CHANDIGARH,"100,482","9,963",0
49,372.0,THE PIONEER,ENGLISH,DAILY(M),CHANDIGARH,"217,405","388,432","130,117"
50,373.0,THE TIMES OF INDIA,ENGLISH,DAILY(M),CHANDIGARH,"2,261,339","2,532,767","1,029,086"
51,374.0,THE TRIBUNE,ENGLISH,DAILY(M),CHANDIGARH,"30,039,502","23,023,259","10,632,829"
52,375.0,THE VOICE OF CHANDIGARH,ENGLISH,WEEKLY,CHANDIGARH,0,"10,531",0
53,376.0,TRANSPORT TIMES,HINDI,WEEKLY,CHANDIGARH,0,0,"6,467"
54,377.0,YUG MARG,ENGLISH,DAILY(M),CHANDIGARH,"811,144","822,101","1,023,647"
55,378.0,HIND SAMACHAR,URDU,DAILY(M),JALANDHAR,"225,402","138,799","44,404"
56,379.0,AMBIKAVANI,HINDI,DAILY(M),AMBIKAPUR,"23,591","333,565","269,894"
57,380.0,ARANYACHAL,HINDI,DAILY(M),AMBIKAPUR,"15,808","15,871",0
58,381.0,GHATATI GHATANA,HINDI,DAILY(M),AMBIKAPUR,"133,915","208,174","4,541"
59,382.0,RIHAND TIMES,HINDI,DAILY(E),AMBIKAPUR,"438,928","623,368","286,113"
60,383.0,AMBIKAVANI,HINDI,DAILY(M),BAIKUNTHPUR,"84,265","118,635","81,079"
61,384.0,ISPAT KI DHADKAN,HINDI,WEEKLY,BHILAI,0,"5,616","3,507"
62,385.0,NEWS CREATION,HINDI,DAILY(E),BHILAI,"4,768","22,436","93,000"
0,387.0,SHRIKANCHANPATH,HINDI,DAILY(E),BHILAI,"45,380","149,108","6,143"
1,388.0,AMRIT SANDESH,HINDI,DAILY(M),BILASPUR,"188,026","171,322","29,625"
2,389.0,DABANG DUNIYA,HINDI,DAILY(M),BILASPUR,0,"220,729","535,507"
3,390.0,DAINANDINI,HINDI,DAILY(M),BILASPUR,0,0,"25,609"
4,391.0,DAINIK BHASKAR,HINDI,DAILY(M),BILASPUR,"1,640,361","1,345,507","407,453"
5,392.0,DESH BANDHU,HINDI,DAILY(M),BILASPUR,"136,967","340,661","146,833"
6,393.0,EVENING TIMES,HINDI,DAILY(E),BILASPUR,0,0,"6,143"
7,394.0,EXPRESS NEWS,HINDI,DAILY(M),BILASPUR,"1,075,012","428,690","32,637"
8,395.0,HARI BHOOMI,HINDI,DAILY(M),BILASPUR,"12,228,881","5,927,819","2,545,512"
9,396.0,HIGHWAY CHANNEL,HINDI,DAILY(E),BILASPUR,"31,007","49,353","9,413"
10,397.0,KAHI ANKAHI,HINDI,DAILY(M),BILASPUR,"243,564","453,650","27,497"
11,398.0,LOK SWAR,HINDI,DAILY(M),BILASPUR,0,0,"194,514"
12,399.0,NAIDUNIA,HINDI,DAILY(M),BILASPUR,"785,028","2,016,516","297,148"
13,400.0,NAV BHARAT,HINDI,DAILY(M),BILASPUR,"7,494,811","9,977,878","4,205,963"
14,401.0,NAV PRADESH,HINDI,DAILY(M),BILASPUR,"1,106,370","567,606","273,840"
15,402.0,PATRIKA,HINDI,DAILY(M),BILASPUR,"2,309,758","1,509,678","382,334"
16,403.0,SWADESH,HINDI,DAILY(M),BILASPUR,"233,973","906,479","314,758"
17,404.0,BASTER IMPACT,HINDI,DAILY(M),DANTEWADA,0,"123,835","276,477"
18,405.0,PRAKHAR SAMACHAR,HINDI,DAILY(E),DHAMTARI,"929,846","990,609","171,865"
19,406.0,CHINTAK,HINDI,DAILY(M),DURG,0,"161,112","12,166"
20,407.0,DABANG DUNIYA,HINDI,DAILY(M),DURG,0,"525,041","1,860,760"
21,408.0,DAKSHINAPATH,HINDI,FORTNIGHTLY,DURG,0,"12,418","6,467"
22,409.0,PAHAT,HINDI,DAILY(M),DURG,"358,664","437,164","24,708"
23,410.0,SAMAY DARSHAN,HINDI,DAILY(M),DURG,"328,486","509,446","146,013"
24,411.0,SATHI SANDESH,HINDI,DAILY(M),DURG,"151,337","450,318","60,723"
25,412.0,BAHUJAN DARPAN,HINDI,WEEKLY,JAGDALPUR,0,"6,496",0
26,413.0,BASTARIA,HINDI,WEEKLY,JAGDALPUR,0,"5,174",0
27,414.0,CHHANEL INDIA,HINDI,DAILY(E),JAGDALPUR,"140,109","457,231","26,647"
28,415.0,DANDKARANYA SAMACHAR,HINDI,DAILY(M),JAGDALPUR,"266,737","553,815","301,955"
29,416.0,HIGHWAY CHANNEL,HINDI,DAILY(E),JAGDALPUR,"116,860","170,870","48,463"
30,417.0,HINDSAT,HINDI,DAILY(M),JAGDALPUR,"980,653","661,956","89,354"
31,418.0,KARMKRANTI,HINDI,DAILY(M),JAGDALPUR,"192,701","148,358","168,608"
32,419.0,PRAKHAR SAMACHAR,HINDI,DAILY(E),JAGDALPUR,"192,358","231,561","130,726"
33,420.0,PRATAH INDIA,HINDI,DAILY(M),JAGDALPUR,0,"1,062,684","243,940"
34,421.0,MOOLMANTRA,HINDI,DAILY(M),JANJGIR,"74,542","406,087","85,432"
35,422.0,SANWAD SAADHANA,HINDI,DAILY(E),JANJGIR,0,"20,783",0
36,423.0,JASHPURANCHAL,HINDI,DAILY(M),JASHPUR,"83,545","206,126","107,483"
37,424.0,CHHATTISGARH GAURAV,HINDI,DAILY(E),KORBA,"95,234","109,744","9,413"
38,425.0,CHHATTISGARH VAIBHAV,HINDI,DAILY(M),KORBA,"43,946","320,186","93,831"
39,426.0,KARNAPRIYA,HINDI,DAILY(E),KORBA,0,0,"6,143"
40,427.0,KORBA BALKO TIMES,HINDI,DAILY(M),KORBA,0,"27,940","6,143"
41,428.0,LOK SADAN,HINDI,DAILY(E),KORBA,"666,246","187,837","9,413"
42,429.0,LOKPRIYA NISHAPAKSHA V.,HINDI,WEEKLY,KORBA,0,"6,496","4,865"
43,430.0,MITAN,HINDI,DAILY(E),KORBA,"122,643","319,087","89,979"
44,431.0,RASHTRIYA VIJAY MAIL,HINDI,DAILY(M),KORBA,0,"331,838","72,882"
45,432.0,SAMVAD SADHNA,HINDI,DAILY(E),KORBA,"26,962","9,413","9,413"
46,433.0,SANDHYA SAMIKSHAKSAMACHAR,HINDI,DAILY(E),KORBA,"30,564","53,784","9,413"
47,434.0,TARUN CHHATTISGARH,HINDI,DAILY(E),KORBA,"622,088","668,923","126,173"
48,435.0,CHHATTISGARH SHABD,HINDI,WEEKLY,MAHASAMUND,0,"3,893",0
49,436.0,MARGIN NEWS,HINDI,MONTHLY,MAHASAMUND,0,"4,151",0
50,437.0,SAMVAD SADHNA,HINDI,DAILY(E),MAHASAMUND,"32,354","9,413","70,460"
51,438.0,DAINIK BHASKAR,HINDI,DAILY(M),RAIGARH,"375,687","737,284","298,384"
52,439.0,ISPAT TIMES,HINDI,DAILY(M),RAIGARH,"27,616","473,656","45,358"
53,440.0,JANKARM,HINDI,DAILY(M),RAIGARH,0,"93,071","7,796"
54,441.0,KRANTIKARI SANKET,HINDI,DAILY(M),RAIGARH,"165,714","12,346","6,143"
55,442.0,AAJ KA AALAP,HINDI,DAILY(M),RAIPUR,0,"3,807","9,413"
56,443.0,AAJ KI JANDHARA,HINDI,DAILY(M),RAIPUR,"21,086","9,413","9,413"
57,444.0,AGRADOOT,HINDI,DAILY(E),RAIPUR,0,"34,869","7,796"
58,445.0,AJAY BHARAT,HINDI,DAILY(M),RAIPUR,"192,409","171,586","16,261"
59,446.0,AKBAR TIMES,HINDI,WEEKLY,RAIPUR,0,"7,786",0
60,447.0,ALMUKANDAS,URDU,DAILY(M),RAIPUR,"665,563","320,477","35,871"
61,448.0,AMAN PATH,HINDI,DAILY(M),RAIPUR,0,"256,831","304,594"
62,449.0,AMBIKAVANI,HINDI,DAILY(M),RAIPUR,0,"99,279","51,454"
63,450.0,AMRIT SANDESH,HINDI,DAILY(M),RAIPUR,"176,917","105,941","85,837"
64,451.0,AVIRAL SAMACHAR,HINDI,MONTHLY,RAIPUR,0,"6,755",0
0,453.0,BHARTIYA PRAVAKTA,HINDI,DAILY(M),RAIPUR,"9,590","20,783",0
1,454.0,BUSINESS STANDARD,HINDI,DAILY EXCEPTSUNDAY,RAIPUR,"779,578","122,984",0
2,455.0,CENTRAL CHRONICLE,ENGLISH,DAILY(M),RAIPUR,0,"557,138","436,909"
3,456.0,CHANNEL INDIA,HINDI,DAILY(E),RAIPUR,"945,900","658,410","14,742"
4,457.0,CHHATISGARH,HINDI,DAILY(E),RAIPUR,"130,528","305,474","7,796"
5,458.0,CHHATTISGARH CRIMES,HINDI,WEEKLY,RAIPUR,0,"5,174",0
6,459.0,CHHATTISGARH SWAR,HINDI,DAILY(E),RAIPUR,0,"20,783","6,143"
7,460.0,CHHATTISGARH WATCH,HINDI,DAILY(M),RAIPUR,"124,792","173,888","43,471"
8,461.0,CHOICE TIMES,ENGLISH,DAILY(M),RAIPUR,"112,631","208,800","40,207"
9,462.0,DABANG DUNIA,HINDI,DAILY(M),RAIPUR,"1,778,767","2,147,283","242,317"
10,463.0,DAINANDINI,HINDI,DAILY(M),RAIPUR,"94,930","1,067,443","495,017"
11,464.0,DAINIK BHASKAR,HINDI,DAILY(M),RAIPUR,"15,198,021","7,665,951","4,462,041"
12,465.0,DANDAKARANYA SAMACHAR,HINDI,DAILY(M),RAIPUR,0,"91,387","99,884"
13,466.0,DESH BANDHU,HINDI,DAILY(M),RAIPUR,"990,960","1,366,734","159,052"
14,467.0,HARI BHOOMI,HINDI,DAILY(M),RAIPUR,"21,288,596","24,556,676","8,112,105"
15,468.0,HIGHWAY CHANNEL,HINDI,DAILY(E),RAIPUR,"64,533","490,152","42,619"
16,469.0,HIND KI ZAMEEN,HINDI,MONTHLY,RAIPUR,"11,776","11,776",0
17,470.0,HIND KI ZAMEEN,HINDI,DAILY(M),RAIPUR,"42,235","8,669",0
18,471.0,HINDSAT,HINDI,DAILY(M),RAIPUR,"99,956",0,0
19,472.0,ISPAT TIMES,HINDI,DAILY(M),RAIPUR,"162,542","97,526","9,413"
20,473.0,KAHI ANKAHI,HINDI,DAILY(M),RAIPUR,"31,511","328,152","7,796"
21,474.0,KALYUG KA BHARAT,HINDI,DAILY(M),RAIPUR,"56,914","69,797","6,143"
22,475.0,KAUMI MANZIL,URDU,DAILY(M),RAIPUR,"357,053","551,224","91,541"
23,476.0,KAUMI MUKAM,URDU,DAILY(M),RAIPUR,"216,557","239,236","177,579"
24,477.0,KHABAR EXPRESS,URDU,DAILY(M),RAIPUR,0,"168,399","12,382"
25,478.0,KRISHAK JAGAT,HINDI,WEEKLY,RAIPUR,0,"7,789",0
26,479.0,LOK MAYA,HINDI,MONTHLY,RAIPUR,0,"9,497",0
27,480.0,LOK MAYA,HINDI,DAILY(E),RAIPUR,0,0,"6,143"
28,481.0,LOK SHAKTI,HINDI,DAILY(M),RAIPUR,0,0,"51,792"
29,482.0,LOKPRIEEYA NISHAPAKSHAVARTA,HINDI,WEEKLY,RAIPUR,0,"7,786","4,865"
30,483.0,MAHAKOSHAL,HINDI,DAILY(M),RAIPUR,0,"34,869","7,796"
31,484.0,MAITHIL PRAVAHIKA,HINDI,MONTHLY,RAIPUR,0,"5,211",0
32,485.0,NAI DUNIA,HINDI,DAILY(M),RAIPUR,"5,669,752","2,742,129","750,198"
33,486.0,NAV BHARAT,HINDI,DAILY(M),RAIPUR,"18,590,971","20,362,746","10,210,729"
34,487.0,NAV PRADESH,HINDI,DAILY(M),RAIPUR,"326,988","964,938","620,820"
35,488.0,NAYA INDIA,HINDI,DAILY(M),RAIPUR,0,"11,730",0
36,489.0,PATRIKA,HINDI,DAILY(M),RAIPUR,"9,556,655","2,786,531","1,503,631"
37,490.0,PEHLI DASTAK,HINDI,WEEKLY,RAIPUR,0,"9,343",0
38,491.0,PRADESH TODAY,HINDI,DAILY(E),RAIPUR,"263,003","42,170","9,413"
39,492.0,PRAKHAR SAMACHAR,HINDI,DAILY(E),RAIPUR,"123,444","517,922","328,199"
40,493.0,SAHAR KI JANTA SE RISHTA,HINDI,DAILY(E),RAIPUR,"671,386","720,841","9,413"
41,494.0,SAMVET SHIKHAR,HINDI,DAILY(M),RAIPUR,"219,946","1,697,799","265,749"
42,495.0,SANMATI EXPRESS,HINDI,MONTHLY,RAIPUR,0,"7,589",0
43,496.0,SAROKAR,HINDI,DAILY(M),RAIPUR,"142,221","7,796","75,045"
44,497.0,SATHI SANDESH,HINDI,DAILY(M),RAIPUR,0,"136,802","23,533"
45,498.0,SWADESH,HINDI,DAILY(M),RAIPUR,"86,132","1,209,377","558,537"
46,499.0,TARUN CHHATTISGARH,HINDI,DAILY(E),RAIPUR,"959,633","540,693","43,899"
47,500.0,TATPAR,HINDI,MONTHLY,RAIPUR,"13,593","13,728","6,514"
48,501.0,THE HITAVADA,ENGLISH,DAILY(M),RAIPUR,"1,692,427","1,467,879","566,465"
49,502.0,THE PIONEER,ENGLISH,DAILY(M),RAIPUR,"26,894","744,370","209,004"
50,503.0,THE TIMES OF INDIA,ENGLISH,DAILY(M),RAIPUR,"973,145","1,289,669","449,593"
51,504.0,UTKAL MAIL,HINDI,DAILY(M),RAIPUR,"18,594","115,019","9,413"
52,505.0,VIPRA VARTA,HINDI,MONTHLY,RAIPUR,"29,176",0,0
53,506.0,VISHWA PARIWAR,HINDI,DAILY(M),RAIPUR,"984,507","734,922","226,752"
54,507.0,VISION WATCH,ENGLISH,DAILY(M),RAIPUR,0,0,"6,143"
55,508.0,CHHATTISGARH JHALAK,HINDI,DAILY(E),RAJNANDGAON,"28,763","68,038","23,668"
56,509.0,DAWA,HINDI,DAILY(M),RAJNANDGAON,"89,392","506,351","257,802"
57,510.0,KADUWA GHUT,HINDI,WEEKLY,RAJNANDGAON,0,"7,786","4,865"
58,511.0,KRANTIKARI SANKET,HINDI,DAILY(M),RAJNANDGAON,"357,230",0,0
59,512.0,PAHUNA,HINDI,DAILY(M),RAJNANDGAON,"39,703","183,168","46,200"
60,513.0,SABERA SANKET,HINDI,DAILY(M),RAJNANDGAON,"63,551","127,665","26,233"
61,514.0,HAKK,GUJARATI,WEEKLY,DADRA,0,"7,786",0
62,515.0,UT TODAY,HINDI,DAILY(M),DADRA,"904,264","1,665,528","494,729"
0,517.0,DAMAN KHABAR,HINDI,DAILY(M),SILVASSA,"21,318","1,229,254","474,809"
1,518.0,DAWN OF INDIA,HINDI,DAILY(M),SILVASSA,"57,208",0,0
2,519.0,GUJARAT CHITRA,GUJARATI,DAILY(M),SILVASSA,"366,805","612,532","147,566"
3,520.0,JANADESH,GUJARATI,DAILY(M),SILVASSA,"170,611","554,612","303,649"
4,521.0,NISHPAKSHA JANSANSAR,HINDI,DAILY(M),SILVASSA,"10,107,679","10,023,709","1,399,138"
5,522.0,PRABHAT DARPAN,HINDI,WEEKLY,SILVASSA,0,"9,343",0
6,523.0,PRATAH VARTA,HINDI,DAILY(M),SILVASSA,"1,265,362","927,564","133,678"
7,524.0,SAAMNA TIMES,HINDI,DAILY(M),SILVASSA,"152,098",0,"442,288"
8,525.0,SAMVEDANA EXPRESS,HINDI,FORTNIGHTLY,SILVASSA,0,"12,418","6,467"
9,526.0,SILVASA MIRROR,ENGLISH,DAILY(M),SILVASSA,"1,445,177","1,456,658","1,150,557"
10,527.0,THE TERRITORY TIMES,HINDI,WEEKLY,SILVASSA,0,0,"3,507"
11,528.0,YUGNA ENDHAN,GUJARATI,DAILY EXCEPTSUNDAY,SILVASSA,0,"124,396","28,447"
12,529.0,ASHALI AZADI,HINDI,DAILY(M),DAMAN,"2,144,786","237,246","154,802"
13,530.0,JANADESH,GUJARATI,DAILY(M),DAMAN,"1,750,247","1,591,816","784,516"
14,531.0,JANTA SARKAR,HINDI,DAILY(M),DAMAN,"95,064","605,149","365,480"
15,532.0,NAVBHARAT TIMES,GUJARATI,DAILY(M),DAMAN,"31,908",0,"119,969"
16,533.0,SAAMNA,GUJARATI,DAILY(M),DAMAN,"240,800","979,491","499,939"
17,534.0,SAVERA INDIA TIMES,HINDI,DAILY(M),DAMAN,"1,848,858","994,048","400,904"
18,535.0,VARTAMAN PRAVAH,GUJARATI,DAILY(M),DAMAN,"605,316","2,558,747","1,131,298"
19,536.0,AAJ SAMAJ,HINDI,DAILY(M),DELHI,"5,458,307","2,799,786","1,338,615"
20,537.0,AALLA SANDESH,HINDI,DAILY(M),DELHI,"139,270",0,0
